t_hyp, T1, T2, E_max, P1/2, baseline, A1, A2, b1, b2, C, D, x1, x2
196.426742, 180.170604, 86.397882, -167.588244, 14.780829, 8.099825, 236.170775, 240.540820, 0.146504, 0.135501, 9.675306, 2.787108, 2.208104, 4.507180
190.285169, 174.115003, 85.038691, -178.555717, 13.332583, 0.000000, 230.483748, 229.815607, 0.142759, 0.128528, 4.578398, 1.845744, 2.206105, 4.500179
202.568315, 186.226205, 87.757073, -156.620771, 16.229074, 0.000000, 241.857801, 251.266032, 0.150248, 0.142475, 14.772213, 3.728472, 2.210104, 4.514181
6.141573, 6.055601, 1.359191, 10.967473, 1.448246, 0.000000, 5.687027, 10.725212, 0.003744, 0.006973, 5.096907, 0.941364, 0.001999, 0.007001
3.126648, 3.361037, 1.573176, 6.544297, 9.798135, 0.000000, 2.408015, 4.458791, 2.555606, 5.146416, 52.679547, 33.775663, 0.090548, 0.155337
