t_hyp, T1, T2, E_max, P1/2, baseline, A1, A2, b1, b2, C, D, x1, x2
619.137138, 608.415387, 276.541140, -96.845227, 4.371302, 16.395585, 324.629090, 334.235987, 0.108263, 0.089383, 9.999999, 5.887286, 2.203466, 4.554694
610.299165, 594.076998, 274.328173, -99.844746, 4.030423, 0.000000, 317.860779, 321.598482, 0.105681, 0.078448, 2.791751, 4.474782, 2.202033, 4.550454
627.975111, 622.753775, 278.754107, -93.845708, 4.712182, 0.000000, 331.397402, 346.873493, 0.110845, 0.100317, 17.208248, 7.299790, 2.204898, 4.558934
8.837973, 14.338389, 2.212967, 2.999519, 0.340879, 0.000000, 6.768312, 12.637505, 0.002582, 0.010934, 7.208249, 1.412504, 0.001432, 0.004240
1.427466, 2.356678, 0.800231, 3.097229, 7.798119, 0.000000, 2.084937, 3.781013, 2.384981, 12.233356, 72.082492, 23.992445, 0.065010, 0.093093
