t_hyp, T1, T2, E_max, P1/2, baseline, A1, A2, b1, b2, C, D, x1, x2
1212.026795, 1157.312812, 507.566874, -77.130966, 4.796487, 20.391345, 263.058897, 290.850768, 0.099340, 0.082353, 9.999999, 10.000000, 2.310358, 4.573146
1175.663344, 1138.584205, 498.838106, -78.331117, 4.580943, 0.000000, 253.484307, 272.466874, 0.095080, 0.057419, -3.352673, 5.481510, 2.307998, 4.568719
1248.390246, 1176.041419, 516.295642, -75.930816, 5.012031, 0.000000, 272.633487, 309.234662, 0.103601, 0.107287, 23.352671, 14.518489, 2.312719, 4.577573
36.363451, 18.728607, 8.728768, 1.200151, 0.215544, 0.000000, 9.574590, 18.383894, 0.004261, 0.024934, 13.352672, 4.518490, 0.002361, 0.004427
3.000218, 1.618284, 1.719728, 1.555991, 4.493798, 0.000000, 3.639713, 6.320731, 4.288877, 30.276627, 133.526731, 45.184898, 0.102175, 0.096798
