t_hyp, T1, T2, E_max, P1/2, baseline, A1, A2, b1, b2, C, D, x1, x2
1876.510187, 1740.709988, 730.869052, -25.242811, 3.955686, 29.376632, 121.099448, 138.831728, 0.092283, 0.059343, 4.859437, 9.999995, 2.311988, 4.575176
1802.726613, 1688.544267, 708.221055, -25.826305, 3.679373, 0.000000, 113.561176, 105.817728, 0.085404, 0.003349, -6.261700, 6.217331, 2.308119, 4.569291
1950.293760, 1792.875710, 753.517049, -24.659318, 4.232000, 0.000000, 128.637720, 171.845728, 0.099162, 0.115338, 15.980575, 13.782658, 2.315857, 4.581061
73.783573, 52.165721, 22.647997, 0.583494, 0.276313, 0.000000, 7.538272, 33.014000, 0.006879, 0.055994, 11.121137, 3.782664, 0.003869, 0.005885
3.931957, 2.996807, 3.098776, 2.311524, 6.985219, 0.000000, 6.224861, 23.779867, 7.454221, 94.357188, 228.856477, 37.826655, 0.167342, 0.128632
