	values	ubound	lbound	dev	perc
0.25	20.194316	0.0	0.0	0.0	0.0
0.5	17.11841	0.0	0.0	0.0	0.0
1.0	15.035425	0.0	0.0	0.0	0.0
2.0	19.118856	0.0	0.0	0.0	0.0
4.0	13.387904	0.0	0.0	0.0	0.0
6.0	16.802572	0.0	0.0	0.0	0.0
8.0	20.041509	0.0	0.0	0.0	0.0
16.0	29.657122	0.0	0.0	0.0	0.0
