	values	ubound	lbound	dev	perc
1.0	149.745151	142.124259	157.366042	7.620891	5.089241
2.0	214.738336	207.376294	222.100377	7.362041	3.428378
4.0	217.756615	210.186786	225.326444	7.569829	3.47628
8.0	182.456697	173.173224	191.74017	9.283473	5.088042
