t_hyp, T1, T2, E_max, P1/2, baseline, A1, A2, b1, b2, C, D, x1, x2
262.650894, 254.285439, 122.470161, -147.509638, 9.859230, 23.515004, 412.192859, 444.557349, 0.116449, 0.107075, 9.999994, 9.389875, 2.308058, 4.551628
256.844170, 251.225770, 119.987662, -149.506998, 9.594369, 0.000000, 403.113762, 422.469330, 0.113539, 0.096252, -1.223121, 5.713834, 2.306484, 4.546913
268.457618, 257.345107, 124.952660, -145.512277, 10.124092, 0.000000, 421.271956, 466.645368, 0.119360, 0.117899, 21.223110, 13.065916, 2.309631, 4.556343
5.806724, 3.059668, 2.482499, 1.997360, 0.264861, 0.000000, 9.079097, 22.088019, 0.002911, 0.010823, 11.223115, 3.676041, 0.001573, 0.004715
2.210814, 1.203242, 2.027024, 1.354054, 2.686428, 0.000000, 2.202633, 4.968542, 2.499443, 10.108020, 112.231218, 39.148991, 0.068165, 0.103589
