t_hyp, T1, T2, E_max, P1/2, baseline, A1, A2, b1, b2, C, D, x1, x2
782.868619, 758.083917, 341.314860, -114.589740, 3.412691, 19.508374, 279.900495, 301.992542, 0.065308, 0.069130, 0.000000, 5.488410, 2.326718, 4.513349
774.224501, 752.580068, 339.236711, -115.154892, 3.356349, 0.000000, 275.160367, 285.062610, 0.063917, 0.063845, -7.067929, 3.983845, 2.325858, 4.504811
791.512737, 763.587766, 343.393010, -114.024588, 3.469033, 0.000000, 284.640622, 318.922475, 0.066699, 0.074415, 7.067929, 6.992975, 2.327578, 4.521887
8.644118, 5.503849, 2.078149, 0.565152, 0.056342, 0.000000, 4.740127, 16.929933, 0.001391, 0.005285, 7.067929, 1.504565, 0.000860, 0.008538
1.104159, 0.726021, 0.608866, 0.493196, 1.650965, 0.000000, 1.693504, 5.606076, 2.130056, 7.644880, 4990052233.814663, 27.413494, 0.036976, 0.189173
