t_hyp, T1, T2, E_max, P1/2, baseline, A1, b1, C, D, x1
727.393275, 768.246084, 330.752106, -178.286329, 1.680030, 14.970651, 412.878109, 0.050341, -40.831053, 7.745745, 3.723447
709.736054, 761.489288, 328.969581, -181.085497, 1.561256, 0.000000, 402.475486, 0.048663, -61.071904, 3.528794, 3.722415
745.050497, 775.002880, 332.534632, -175.487162, 1.798805, 0.000000, 423.280732, 0.052018, -20.590202, 11.962695, 3.724479
17.657221, 6.756796, 1.782525, 2.799168, 0.118775, 0.000000, 10.402623, 0.001677, 20.240851, 4.216951, 0.001032
2.427466, 0.879509, 0.538931, 1.570040, 7.069793, 0.000000, 2.519538, 3.331969, 49.572199, 54.442161, 0.027718
